"class","timestamp","bounding_box_coordinate_1","bounding_box_coordinate_2","bounding_box_coordinate_3","bounding_box_coordinate_4","confidence"
bird,"0",474.73,868.67,585.16,955.98,0.61
bird,"0",751.38,834.62,819.95,921.55,0.6
bird,"0",809.7,698.75,941.1,790.93,0.59
bird,"0",1751.31,944.55,1907.34,1049.34,0.58
bird,"0",1703.59,879.16,1769.97,956.41,0.57
bird,"0",850.98,874.88,970.37,956.13,0.57
bird,"0",1010.7,899.15,1158.93,1003.05,0.55
bird,"0",1673.65,704.73,1728.19,779.32,0.54
bird,"0",395.01,864.28,463.79,954.73,0.54
bird,"0",1475.51,745.23,1568.63,806.04,0.53
bird,"0",1794.44,720.08,1919.51,814.68,0.53
bird,"0",260.7,871.0,350.09,945.76,0.52
bird,"0",658.15,718.58,767.34,791.43,0.51
bird,"0",10.0,791.74,145.55,896.04,0.5
bird,"0",1505.73,817.62,1567.42,911.62,0.47
bird,"0",1629.7,1020.51,1820.04,1080.0,0.46
bird,"0",692.69,797.1,755.07,872.23,0.45
bird,"0",523.5,719.8,594.09,783.73,0.42
bird,"0",392.81,727.63,498.62,806.93,0.42
bird,"0",1198.1,828.45,1347.54,921.59,0.4
bird,"0",1455.87,606.04,1498.9,683.02,0.39
bird,"0",1495.6,430.83,1556.12,464.84,0.38
bird,"0",199.88,827.07,306.15,893.67,0.36
bird,"0",1340.56,725.31,1407.01,799.78,0.36
bird,"0",977.11,817.35,1052.95,891.32,0.35
bird,"0",1536.08,606.02,1587.53,687.9,0.34
bird,"0",289.37,582.25,355.04,656.66,0.33
bird,"0",561.97,805.47,624.86,873.12,0.33
bird,"0",350.25,633.49,406.41,703.19,0.3
bird,"0",541.16,586.27,666.64,650.63,0.29
bird,"0",1141.46,576.85,1238.34,634.66,0.26
bird,"0",1751.07,654.71,1821.47,713.75,0.25
bird,"1001",1495.63,803.19,1589.29,891.29,0.61
bird,"1001",1836.99,955.09,1919.53,1036.78,0.57
bird,"1001",1001.88,906.03,1153.24,1001.86,0.56
bird,"1001",899.26,759.88,972.6,865.43,0.55
bird,"1001",810.56,892.51,922.63,966.39,0.53
bird,"1001",570.09,800.6,650.27,875.77,0.53
bird,"1001",476.01,883.09,554.67,967.82,0.52
bird,"1001",848.25,723.13,899.17,796.97,0.5
bird,"1001",723.83,845.19,845.63,926.31,0.48
bird,"1001",1518.38,666.8,1576.38,745.29,0.46
bird,"1001",129.91,608.38,193.97,679.43,0.45
bird,"1001",1711.75,885.19,1816.16,965.56,0.45
bird,"1001",1176.22,819.69,1341.91,923.38,0.44
bird,"1001",683.49,804.56,743.4,875.02,0.43
bird,"1001",285.58,884.0,457.63,968.25,0.43
bird,"1001",1683.23,995.72,1877.1,1080.0,0.4
bird,"1001",1430.99,747.55,1509.91,825.44,0.39
bird,"1001",158.46,810.13,296.91,900.93,0.39
bird,"1001",1607.26,717.52,1753.39,786.98,0.38
bird,"1001",32.26,731.43,156.55,823.08,0.38
bird,"1001",1525.61,430.68,1584.28,469.18,0.37
bird,"1001",781.6,654.78,827.92,744.04,0.37
bird,"1001",994.15,820.3,1073.66,899.66,0.35
bird,"1001",362.92,599.38,489.11,701.86,0.32
bird,"1001",444.72,816.47,545.42,894.7,0.29
bird,"1001",1289.13,723.84,1424.18,815.95,0.29
bird,"1001",946.47,723.39,1102.75,807.68,0.29
bird,"1001",1393.03,677.36,1504.3,736.85,0.27
bird,"1001",398.28,721.06,519.49,810.29,0.26
bird,"1001",1839.5,724.86,1916.59,815.67,0.26
bird,"10010",1010.51,781.7,1129.36,873.13,0.8
bird,"10010",270.94,854.6,400.28,969.62,0.77
bird,"10010",103.25,970.17,213.41,1079.11,0.74
bird,"10010",679.33,612.59,790.88,675.81,0.73
bird,"10010",1585.65,695.51,1697.81,786.24,0.73
bird,"10010",370.71,713.6,430.78,805.76,0.72
bird,"10010",1709.46,606.43,1836.09,796.99,0.68
bird,"10010",1208.5,552.78,1292.78,604.98,0.56
bird,"10010",1517.67,486.11,1570.67,541.15,0.55
bird,"10010",1441.9,260.98,1571.11,348.61,0.5
bird,"10010",1438.81,334.54,1531.13,412.73,0.5
bird,"10010",1071.03,578.53,1117.57,639.58,0.47
bird,"10010",1586.16,470.96,1680.7,530.68,0.37
bird,"10010",1825.16,532.64,1866.85,599.49,0.3
bird,"10010",16.94,656.2,222.11,794.51,0.27
bird,"10010",0.0,689.88,62.33,800.44,0.26
bird,"10052",686.95,609.23,790.54,677.12,0.79
bird,"10052",1011.71,781.56,1129.28,872.12,0.79
bird,"10052",1596.65,691.84,1697.94,786.23,0.77
bird,"10052",268.67,854.33,399.0,969.73,0.76
bird,"10052",102.95,970.58,210.03,1079.35,0.74
bird,"10052",2.17,491.6,146.75,739.85,0.72
bird,"10052",1726.45,661.35,1835.75,758.62,0.71
bird,"10052",371.17,713.19,431.51,805.31,0.69
bird,"10052",1209.16,552.73,1292.29,610.41,0.62
bird,"10052",1518.4,486.0,1573.33,539.87,0.52
bird,"10052",1393.92,318.62,1506.15,395.6,0.43
bird,"10052",1074.16,580.4,1122.29,641.57,0.41
bird,"10052",1606.5,448.5,1667.04,508.16,0.38
bird,"10052",1825.6,531.72,1871.76,593.52,0.34
bird,"10052",796.76,330.34,962.98,551.81,0.27
bird,"10093",1012.11,781.27,1128.98,871.44,0.8
bird,"10093",269.43,854.92,397.25,971.9,0.76
bird,"10093",1600.46,691.74,1698.85,785.31,0.76
bird,"10093",693.14,606.36,790.5,676.94,0.75
bird,"10093",103.79,971.66,208.36,1079.31,0.73
bird,"10093",372.01,713.15,432.16,804.92,0.7
bird,"10093",1209.68,552.5,1290.23,606.42,0.54
bird,"10093",1518.53,485.65,1573.43,540.61,0.52
bird,"10093",1756.9,639.66,1834.94,730.81,0.45
bird,"10093",1080.07,580.37,1125.71,641.91,0.42
bird,"10093",1728.92,542.28,1844.23,666.81,0.41
bird,"10093",511.34,660.09,572.48,690.68,0.26
bird,"10135",1011.61,780.35,1126.93,871.48,0.79
bird,"10135",267.43,854.23,395.49,972.66,0.78
bird,"10135",103.12,976.88,206.67,1079.24,0.75
bird,"10135",694.46,609.8,800.96,679.16,0.75
bird,"10135",1745.32,606.83,1821.55,683.07,0.72
bird,"10135",373.39,712.23,433.04,804.32,0.72
bird,"10135",1599.85,691.77,1698.57,782.5,0.71
bird,"10135",1208.64,548.55,1288.62,605.99,0.62
bird,"10135",1082.43,578.42,1134.67,642.29,0.57
bird,"10135",1523.81,487.71,1575.23,542.14,0.52
bird,"10135",1570.74,406.73,1671.74,467.65,0.47
bird,"10135",1825.12,533.1,1866.68,597.48,0.34
bird,"10135",482.76,572.47,533.89,617.86,0.26
bird,"10177",264.9,852.71,394.09,976.36,0.82
bird,"10177",1012.69,780.52,1126.38,871.58,0.79
bird,"10177",101.1,980.22,195.53,1079.41,0.76
bird,"10177",699.41,607.65,810.36,677.31,0.73
bird,"10177",376.16,713.45,434.73,804.36,0.72
bird,"10177",1209.02,544.18,1290.04,607.94,0.67
bird,"10177",1708.5,580.91,1797.21,654.51,0.64
bird,"10177",1597.13,692.88,1701.51,781.13,0.62
bird,"10177",1086.77,577.3,1138.18,644.11,0.6
bird,"10177",1526.26,490.83,1576.84,544.2,0.58
bird,"10177",1603.87,372.36,1686.94,448.45,0.4
bird,"10177",257.18,420.55,480.66,673.96,0.39
bird,"10177",1825.61,533.36,1863.92,600.24,0.35
bird,"10219",260.13,854.22,389.88,975.73,0.81
bird,"10219",1012.89,780.6,1126.01,871.53,0.8
bird,"10219",100.77,975.38,187.8,1080.0,0.75
bird,"10219",1577.85,279.35,1672.48,420.69,0.75
bird,"10219",375.33,713.83,436.98,802.32,0.73
bird,"10219",1208.29,543.61,1288.41,606.75,0.69
bird,"10219",705.86,622.09,814.67,675.59,0.65
bird,"10219",1594.92,694.2,1698.68,782.77,0.59
bird,"10219",1092.39,574.47,1141.37,642.2,0.52
bird,"10219",1724.02,561.04,1785.09,633.67,0.49
bird,"10219",1531.61,491.59,1577.53,542.52,0.46
bird,"10219",1586.15,689.3,1665.6,758.64,0.36
bird,"10219",112.4,340.07,346.61,531.93,0.32
bird,"10219",1823.6,530.52,1863.86,594.44,0.3
bird,"10219",1726.7,451.34,1791.89,632.59,0.26
bird,"10219",1169.16,604.17,1196.58,632.63,0.26
bird,"10260",1013.86,779.2,1125.79,871.22,0.8
bird,"10260",249.54,853.71,386.52,975.97,0.8
bird,"10260",374.21,713.64,438.4,806.68,0.76
bird,"10260",99.94,974.88,185.21,1080.0,0.74
bird,"10260",1209.45,544.08,1288.14,606.57,0.68
bird,"10260",1581.56,695.97,1697.91,785.99,0.67
bird,"10260",1571.1,340.36,1670.87,405.29,0.65
bird,"10260",707.51,620.91,824.28,676.22,0.61
bird,"10260",1715.17,529.5,1780.56,590.55,0.51
bird,"10260",1098.52,576.28,1147.61,642.84,0.47
bird,"10260",1543.95,493.07,1578.56,542.98,0.44
bird,"10260",1817.01,534.27,1863.83,597.42,0.41
bird,"10260",1174.57,601.03,1199.69,627.92,0.25
bird,"10302",1015.47,777.86,1126.57,871.19,0.81
bird,"10302",244.04,854.13,386.88,975.86,0.79
bird,"10302",373.76,714.7,437.37,806.78,0.75
bird,"10302",100.02,975.06,185.22,1080.0,0.75
bird,"10302",716.36,614.28,822.85,676.45,0.73
bird,"10302",1209.56,542.71,1289.43,608.14,0.68
bird,"10302",1567.62,688.68,1693.68,779.47,0.68
bird,"10302",1621.38,493.27,1713.72,551.21,0.51
bird,"10302",1101.69,579.6,1151.24,640.1,0.5
bird,"10302",1522.62,296.8,1676.46,369.54,0.46
bird,"10302",1718.48,482.31,1787.99,562.2,0.45
bird,"10302",1820.91,535.98,1862.26,596.11,0.43
bird,"10302",1544.12,493.51,1578.2,544.27,0.41
bird,"10302",1602.11,299.42,1691.34,374.08,0.31
bird,"10302",1878.21,620.76,1920.0,676.01,0.26
bird,"10344",1015.62,776.0,1127.95,871.11,0.81
bird,"10344",242.06,856.21,387.66,973.66,0.79
bird,"10344",103.76,973.43,187.14,1080.0,0.77
bird,"10344",369.99,715.88,439.06,806.53,0.77
bird,"10344",722.65,614.3,824.94,677.03,0.74
bird,"10344",1562.51,689.85,1695.11,779.5,0.71
bird,"10344",1209.78,542.51,1290.15,607.1,0.71
bird,"10344",1817.79,535.6,1872.17,597.5,0.48
bird,"10344",1545.75,493.39,1578.65,545.11,0.46
bird,"10344",1104.66,578.67,1152.62,639.93,0.45
bird,"10344",1647.12,349.94,1738.69,526.4,0.45
bird,"10344",1563.21,207.88,1665.51,353.07,0.38
bird,"10344",1673.74,475.67,1763.69,544.65,0.33
bird,"10385",1015.6,776.56,1127.83,871.12,0.81
bird,"10385",359.99,726.56,445.99,808.22,0.79
bird,"10385",243.36,854.68,384.85,972.72,0.79
bird,"10385",733.28,618.0,825.96,677.4,0.77
bird,"10385",105.99,975.02,186.6,1080.0,0.75
bird,"10385",1561.24,691.42,1694.28,779.65,0.71
bird,"10385",1209.21,542.93,1289.15,606.44,0.69
bird,"10385",1816.82,533.12,1876.74,600.3,0.55
bird,"10385",1546.4,493.75,1580.79,546.33,0.53
bird,"10385",1107.19,577.81,1157.82,642.29,0.5
bird,"10385",1559.8,268.02,1662.81,334.52,0.47
bird,"10385",1627.87,448.25,1751.96,537.4,0.4
bird,"10385",0.64,862.73,68.74,963.3,0.34
bird,"10385",1717.04,474.74,1780.65,563.34,0.31
bird,"10427",1553.56,676.21,1697.1,776.91,0.82
bird,"10427",1015.5,776.57,1127.94,871.18,0.81
bird,"10427",243.29,857.02,381.83,975.49,0.8
bird,"10427",103.35,974.72,189.43,1078.62,0.78
bird,"10427",737.92,617.63,827.85,677.42,0.76
bird,"10427",366.82,706.31,453.81,811.04,0.74
bird,"10427",1209.08,542.45,1289.4,606.28,0.7
bird,"10427",1112.79,578.38,1165.64,643.61,0.58
bird,"10427",1814.79,535.52,1875.66,597.87,0.52
bird,"10427",1548.05,496.98,1584.84,545.44,0.51
bird,"10427",991.64,622.08,1046.9,661.51,0.29
bird,"10427",1573.94,264.83,1643.48,308.18,0.28
bird,"1043",720.74,845.0,844.88,927.46,0.63
bird,"1043",474.24,881.0,554.5,969.15,0.55
bird,"1043",1493.69,808.06,1584.39,889.14,0.54
bird,"1043",810.01,894.09,923.58,966.23,0.54
bird,"1043",900.45,762.02,968.73,860.11,0.53
bird,"1043",575.19,797.29,651.77,875.21,0.52
bird,"1043",1006.43,905.04,1151.12,1001.16,0.51
bird,"1043",1837.66,956.89,1920.0,1034.95,0.5
bird,"1043",365.43,598.27,487.29,704.0,0.49
bird,"1043",851.85,724.37,900.57,797.33,0.48
bird,"1043",786.56,655.01,834.54,746.16,0.48
bird,"1043",1520.11,672.95,1579.46,749.97,0.47
bird,"1043",1705.68,886.08,1816.28,965.97,0.44
bird,"1043",683.38,805.53,741.21,876.16,0.43
bird,"1043",1428.98,747.78,1508.27,824.54,0.43
bird,"1043",1605.02,717.24,1751.24,787.08,0.42
bird,"1043",1697.46,1002.38,1876.25,1080.0,0.41
bird,"1043",1177.46,822.3,1340.33,923.16,0.41
bird,"1043",126.01,609.54,188.38,680.39,0.4
bird,"1043",292.31,885.87,456.56,967.89,0.4
bird,"1043",149.16,808.08,293.22,902.09,0.37
bird,"1043",50.34,722.93,158.68,812.32,0.35
bird,"1043",446.44,815.47,547.97,894.97,0.34
bird,"1043",993.03,821.08,1080.44,898.72,0.32
bird,"1043",1839.71,730.21,1916.53,815.87,0.31
bird,"1043",1527.11,431.45,1581.62,468.58,0.31
bird,"1043",401.11,717.31,529.73,810.27,0.3
bird,"1043",1590.75,635.04,1636.74,722.38,0.29
bird,"1043",608.67,707.26,722.63,796.33,0.28
bird,"10469",1015.27,776.75,1128.67,871.46,0.81
bird,"10469",749.47,614.01,835.9,678.68,0.78
bird,"10469",105.0,974.21,190.4,1079.57,0.77
bird,"10469",243.4,857.48,377.47,975.06,0.76
bird,"10469",279.16,647.92,457.42,808.1,0.74
bird,"10469",1207.78,542.03,1287.46,604.77,0.65
bird,"10469",1614.51,712.0,1695.44,788.16,0.64
bird,"10469",1546.58,496.18,1597.47,545.09,0.61
bird,"10469",1590.17,270.3,1675.71,449.67,0.56
bird,"10469",1815.54,534.98,1871.97,596.25,0.52
bird,"10469",1118.98,583.2,1175.67,643.39,0.51
bird,"10469",1553.46,577.38,1666.78,750.41,0.43
bird,"10469",1286.25,759.57,1316.88,795.3,0.28
bird,"10469",998.47,621.24,1042.44,663.57,0.26
bird,"10469",1573.83,681.64,1687.14,777.34,0.25
bird,"10510",755.34,609.13,841.0,675.03,0.8
bird,"10510",240.2,854.75,375.56,981.11,0.79
bird,"10510",1015.4,775.48,1128.35,871.17,0.79
bird,"10510",106.03,977.95,194.3,1079.02,0.76
bird,"10510",1473.58,627.23,1636.29,716.57,0.68
bird,"10510",1616.25,719.74,1695.52,787.15,0.67
bird,"10510",302.99,682.39,445.3,768.32,0.63
bird,"10510",1205.75,540.77,1287.63,605.17,0.56
bird,"10510",1122.18,581.43,1183.79,643.37,0.53
bird,"10510",1544.08,496.7,1598.47,544.98,0.47
bird,"10510",1538.38,373.8,1684.79,478.35,0.43
bird,"10510",1815.97,532.86,1868.32,596.65,0.3
bird,"10552",761.33,608.88,845.09,675.89,0.82
bird,"10552",235.83,859.51,371.37,978.88,0.8
bird,"10552",1015.41,776.09,1129.39,871.67,0.8
bird,"10552",106.69,975.29,192.74,1079.42,0.78
bird,"10552",1627.84,719.64,1693.48,784.31,0.7
bird,"10552",1534.41,533.66,1642.03,689.54,0.68
bird,"10552",1205.83,542.57,1288.6,605.97,0.65
bird,"10552",1125.33,582.1,1184.72,641.99,0.6
bird,"10552",1576.23,339.37,1694.36,404.07,0.53
bird,"10552",1540.33,496.07,1595.86,543.29,0.42
bird,"10552",1452.6,325.47,1592.83,385.04,0.38
bird,"10552",1816.42,535.05,1870.09,596.51,0.34
bird,"10594",229.85,862.53,365.9,974.77,0.83
bird,"10594",1015.7,775.79,1129.98,871.29,0.82
bird,"10594",774.31,605.11,864.18,680.01,0.79
bird,"10594",106.83,974.22,192.45,1079.42,0.78
bird,"10594",1635.91,712.29,1692.78,787.31,0.71
bird,"10594",1207.49,542.37,1287.52,605.18,0.66
bird,"10594",1125.79,581.56,1184.06,643.54,0.64
bird,"10594",1521.74,557.15,1588.01,642.98,0.6
bird,"10594",1537.33,497.57,1596.86,543.79,0.6
bird,"10594",302.58,623.78,431.87,699.76,0.41
bird,"10594",1810.43,534.06,1873.49,599.5,0.37
bird,"10636",786.92,607.35,880.6,680.16,0.85
bird,"10636",1015.72,776.24,1129.64,871.4,0.82
bird,"10636",228.43,864.09,363.19,974.94,0.81
bird,"10636",106.78,974.74,193.07,1080.0,0.78
bird,"10636",1638.6,712.73,1692.59,786.54,0.71
bird,"10636",1206.57,542.29,1289.38,606.95,0.69
bird,"10636",1427.4,308.18,1592.37,442.85,0.68
bird,"10636",1129.4,581.42,1184.7,646.25,0.65
bird,"10636",1809.63,532.86,1882.23,600.38,0.5
bird,"10636",1521.66,500.1,1592.43,598.8,0.37
bird,"10636",1527.81,495.84,1598.04,548.97,0.31
bird,"10636",1455.48,523.08,1551.28,580.37,0.28
bird,"10677",800.43,605.67,892.01,677.13,0.83
bird,"10677",1015.56,774.72,1129.86,871.23,0.8
bird,"10677",105.01,974.08,193.38,1079.72,0.78
bird,"10677",1634.46,709.47,1691.21,789.51,0.74
bird,"10677",231.13,868.17,353.04,979.38,0.72
bird,"10677",1498.41,400.24,1581.11,545.07,0.65
bird,"10677",1207.47,541.53,1287.4,604.32,0.65
bird,"10677",1131.95,580.62,1185.75,646.6,0.64
bird,"10677",1535.0,497.65,1598.63,561.8,0.46
bird,"10677",1807.74,534.33,1877.39,594.37,0.4
bird,"10677",1449.81,244.69,1588.55,352.71,0.25
bird,"10719",1016.1,773.81,1128.66,871.29,0.81
bird,"10719",807.11,607.21,902.26,678.03,0.81
bird,"10719",102.16,977.75,194.03,1079.15,0.77
bird,"10719",1627.67,711.66,1706.92,788.83,0.75
bird,"10719",220.91,870.62,346.45,983.84,0.71
bird,"10719",1207.61,540.85,1292.37,607.19,0.69
bird,"10719",165.52,520.76,298.57,645.22,0.67
bird,"10719",1136.36,581.85,1188.61,647.36,0.65
bird,"10719",1439.49,473.03,1538.21,572.45,0.61
bird,"10719",1806.16,532.35,1879.31,598.18,0.51
bird,"10719",1483.41,475.66,1605.64,548.14,0.38
bird,"10719",1534.05,491.75,1605.5,541.54,0.31
bird,"10761",1015.9,773.19,1128.6,871.43,0.82
bird,"10761",810.24,607.49,909.05,678.46,0.81
bird,"10761",205.8,872.99,344.81,982.49,0.79
bird,"10761",1610.36,709.14,1710.55,789.05,0.79
bird,"10761",102.26,978.05,194.43,1079.16,0.79
bird,"10761",1207.86,540.76,1295.63,609.31,0.69
bird,"10761",1141.79,582.8,1190.07,646.02,0.68
bird,"10761",1541.77,495.44,1612.72,543.88,0.61
bird,"10761",1464.26,423.67,1568.31,497.77,0.61
bird,"10761",1798.9,530.16,1875.52,598.86,0.55
bird,"10761",1294.01,239.14,1464.58,378.71,0.36
bird,"10761",98.28,472.77,306.19,561.0,0.31
bird,"10802",1016.27,774.19,1128.1,871.59,0.82
bird,"10802",816.15,612.45,922.44,676.42,0.81
bird,"10802",1605.52,711.12,1720.84,790.47,0.79
bird,"10802",102.72,979.7,195.22,1079.48,0.78
bird,"10802",201.49,875.02,344.07,982.78,0.77
bird,"10802",1207.97,541.29,1297.1,609.97,0.69
bird,"10802",1786.17,532.07,1876.28,597.34,0.66
bird,"10802",1146.58,583.57,1194.53,644.84,0.65
bird,"10802",1539.48,492.78,1612.87,541.25,0.65
bird,"10802",143.21,376.93,267.74,537.33,0.49
bird,"10802",1439.79,306.81,1544.05,472.54,0.48
bird,"1084",721.35,844.37,844.33,927.95,0.62
bird,"1084",806.9,896.95,923.88,967.41,0.6
bird,"1084",472.05,883.15,550.76,973.89,0.6
bird,"1084",1519.5,676.8,1576.6,754.0,0.59
bird,"1084",312.39,887.98,457.01,969.94,0.58
bird,"1084",1495.01,802.53,1569.0,886.81,0.55
bird,"1084",1713.32,886.31,1817.12,967.12,0.52
bird,"1084",905.71,762.05,966.16,863.45,0.51
bird,"1084",579.01,795.0,656.82,874.91,0.51
bird,"1084",377.95,597.74,487.63,703.34,0.5
bird,"1084",1008.28,902.51,1152.31,1001.27,0.5
bird,"1084",246.04,881.54,309.8,963.95,0.48
bird,"1084",1837.26,961.04,1920.0,1030.89,0.47
bird,"1084",683.81,805.25,741.28,877.18,0.44
bird,"1084",1177.48,819.86,1338.33,921.83,0.43
bird,"1084",123.37,610.47,184.45,679.46,0.43
bird,"1084",446.97,815.54,544.79,894.7,0.43
bird,"1084",163.38,809.73,292.39,898.42,0.41
bird,"1084",1700.69,1003.17,1874.23,1080.0,0.38
bird,"1084",1420.39,743.62,1507.34,821.03,0.36
bird,"1084",1600.46,714.73,1714.53,783.55,0.34
bird,"1084",855.19,724.36,902.33,798.98,0.34
bird,"1084",1842.65,736.98,1917.59,816.78,0.34
bird,"1084",785.59,654.72,839.58,743.95,0.32
bird,"1084",989.62,823.16,1079.85,897.94,0.3
bird,"1084",1526.95,431.7,1582.25,467.45,0.26
bird,"1084",58.56,727.44,159.0,816.13,0.26
bird,"1084",1588.1,637.43,1638.29,720.82,0.25
bird,"10844",826.69,614.25,936.57,676.73,0.82
bird,"10844",1016.4,774.12,1128.24,871.38,0.82
bird,"10844",1606.17,715.23,1725.25,790.4,0.79
bird,"10844",1378.04,377.45,1499.89,443.91,0.77
bird,"10844",101.74,978.8,192.83,1079.15,0.77
bird,"10844",200.93,876.85,339.59,986.66,0.76
bird,"10844",1209.52,541.47,1293.98,609.33,0.72
bird,"10844",1542.91,491.15,1609.64,539.09,0.63
bird,"10844",1780.31,532.59,1874.71,603.7,0.61
bird,"10844",1149.82,582.78,1198.47,640.97,0.56
bird,"10886",828.29,612.52,937.56,676.79,0.82
bird,"10886",1016.5,774.54,1128.37,871.29,0.81
bird,"10886",1606.26,717.18,1728.01,789.93,0.81
bird,"10886",101.62,978.57,192.09,1078.89,0.76
bird,"10886",5.24,343.37,188.16,473.33,0.76
bird,"10886",197.99,875.65,334.74,989.3,0.74
bird,"10886",1428.47,299.57,1548.34,406.85,0.71
bird,"10886",1209.05,543.47,1296.56,610.67,0.64
bird,"10886",1780.95,532.87,1871.62,599.51,0.63
bird,"10886",1154.9,584.33,1203.32,643.5,0.57
bird,"10886",1547.69,490.92,1608.89,542.36,0.54
bird,"10928",1016.57,774.62,1128.02,871.09,0.81
bird,"10928",830.46,613.75,937.7,675.87,0.79
bird,"10928",1607.17,720.42,1727.36,786.83,0.79
bird,"10928",182.59,880.36,330.12,995.14,0.78
bird,"10928",102.83,978.08,192.23,1078.07,0.75
bird,"10928",1208.85,543.72,1296.75,608.65,0.67
bird,"10928",1158.41,586.74,1206.66,645.95,0.64
bird,"10928",1780.26,536.17,1860.49,593.9,0.57
bird,"10928",1558.91,491.78,1608.98,544.33,0.52
bird,"10969",170.4,879.58,332.37,1000.31,0.82
bird,"10969",1016.68,774.37,1127.81,870.9,0.82
bird,"10969",835.16,609.76,945.44,675.22,0.78
bird,"10969",1609.61,721.36,1726.5,789.0,0.76
bird,"10969",104.84,978.37,192.51,1078.37,0.75
bird,"10969",1210.12,543.01,1292.4,605.07,0.67
bird,"10969",1161.02,587.34,1212.02,647.28,0.67
bird,"10969",1775.2,534.8,1847.22,592.8,0.51
bird,"10969",1568.44,493.62,1605.64,543.98,0.47
bird,"11011",847.2,607.95,960.77,676.8,0.81
bird,"11011",1017.16,773.27,1127.94,871.13,0.81
bird,"11011",166.73,880.92,333.56,996.7,0.79
bird,"11011",105.7,977.32,190.93,1078.37,0.76
bird,"11011",1616.77,722.36,1728.05,792.01,0.75
bird,"11011",1211.56,544.05,1292.86,604.46,0.65
bird,"11011",1166.74,586.76,1217.08,646.77,0.6
bird,"11011",1766.39,534.86,1839.67,592.71,0.52
bird,"11011",1571.92,491.68,1605.79,543.84,0.49
bird,"11053",1016.7,773.87,1127.7,871.59,0.82
bird,"11053",847.69,606.96,962.16,675.75,0.79
bird,"11053",1617.38,719.85,1726.37,791.08,0.77
bird,"11053",105.29,978.09,189.73,1077.84,0.75
bird,"11053",168.89,881.23,342.81,995.15,0.7
bird,"11053",1211.91,544.29,1290.36,604.39,0.66
bird,"11053",1170.43,587.17,1218.93,647.91,0.61
bird,"11053",1759.14,533.66,1851.13,593.24,0.55
bird,"11053",1569.23,490.53,1602.42,544.93,0.44
bird,"11094",1017.62,773.5,1126.49,870.88,0.8
bird,"11094",159.59,883.14,304.69,1000.28,0.78
bird,"11094",1621.49,721.79,1721.28,790.71,0.77
bird,"11094",854.68,606.52,963.01,678.07,0.75
bird,"11094",105.26,976.95,189.16,1077.65,0.74
bird,"11094",1212.29,541.89,1291.6,604.5,0.65
bird,"11094",1568.25,491.4,1598.71,546.37,0.52
bird,"11094",1759.45,534.62,1843.23,590.17,0.51
bird,"11094",1172.47,584.45,1223.12,647.47,0.51
bird,"11136",1017.35,773.19,1127.3,871.46,0.8
bird,"11136",149.3,888.13,285.01,999.99,0.77
bird,"11136",862.36,608.15,965.22,676.25,0.75
bird,"11136",104.84,975.52,189.39,1080.0,0.75
bird,"11136",1625.65,720.31,1712.65,791.09,0.73
bird,"11136",1209.78,543.21,1291.63,603.17,0.6
bird,"11136",1760.7,534.85,1829.93,590.53,0.52
bird,"11136",1565.65,490.68,1597.19,545.98,0.49
bird,"11136",1170.34,582.67,1226.46,646.66,0.47
bird,"11178",125.99,892.77,282.3,997.41,0.82
bird,"11178",1017.25,773.28,1126.81,871.37,0.8
bird,"11178",104.87,977.35,189.15,1077.54,0.76
bird,"11178",871.41,607.16,981.13,675.26,0.74
bird,"11178",1630.85,717.93,1704.86,789.97,0.72
bird,"11178",1756.67,532.86,1826.85,590.98,0.51
bird,"11178",1564.24,492.13,1595.96,546.95,0.5
bird,"11178",1171.33,582.48,1228.7,648.71,0.48
bird,"11178",1208.53,546.82,1284.11,601.86,0.41
bird,"11220",1017.01,773.51,1127.35,871.93,0.8
bird,"11220",120.02,897.69,270.34,1003.19,0.75
bird,"11220",872.53,606.79,983.68,674.37,0.74
bird,"11220",103.21,977.56,184.74,1080.0,0.71
bird,"11220",1632.85,720.8,1695.18,790.4,0.69
bird,"11220",1756.06,531.84,1832.63,590.05,0.62
bird,"11220",1563.28,489.26,1596.85,550.47,0.58
bird,"11220",1178.2,583.68,1230.58,648.94,0.47
bird,"11220",1669.65,507.45,1708.17,529.83,0.32
bird,"11220",1207.27,550.46,1278.51,602.27,0.3
bird,"1126",717.06,844.87,845.12,927.99,0.61
bird,"1126",1497.99,798.99,1565.22,887.38,0.58
bird,"1126",1519.22,684.52,1575.13,756.26,0.56
bird,"1126",318.75,878.77,458.14,970.62,0.55
bird,"1126",469.92,884.88,550.19,975.67,0.54
bird,"1126",1719.71,887.72,1813.82,967.4,0.53
bird,"1126",1006.52,903.7,1150.91,1003.47,0.52
bird,"1126",802.95,900.21,923.57,967.74,0.52
bird,"1126",242.46,882.95,302.76,962.59,0.51
bird,"1126",586.04,793.2,663.12,873.26,0.5
bird,"1126",1171.39,819.57,1341.76,922.92,0.49
bird,"1126",1838.92,959.88,1920.0,1028.96,0.47
bird,"1126",1703.96,1002.56,1880.9,1080.0,0.47
bird,"1126",909.57,759.57,969.65,868.33,0.46
bird,"1126",386.82,597.53,482.47,703.36,0.45
bird,"1126",856.19,724.41,901.72,799.53,0.41
bird,"1126",1601.37,716.2,1746.46,787.04,0.39
bird,"1126",167.47,809.87,291.77,903.85,0.39
bird,"1126",1848.13,741.35,1917.93,818.52,0.38
bird,"1126",978.2,821.21,1079.98,896.15,0.38
