"class","timestamp","bounding_box_coordinate_1","bounding_box_coordinate_2","bounding_box_coordinate_3","bounding_box_coordinate_4","confidence"
bird,"14389",1739.66,548.91,1781.59,594.69,0.5
bird,"14389",1382.7,501.39,1442.94,554.29,0.45
bird,"14431",1638.56,718.51,1690.54,788.96,0.65
bird,"14431",1382.84,501.93,1441.27,555.28,0.44
bird,"14431",1740.32,550.75,1779.17,593.37,0.32
bird,"14473",1638.44,718.87,1691.33,788.96,0.65
bird,"14473",1380.14,502.07,1441.79,556.22,0.55
bird,"14473",1739.83,552.6,1778.31,592.49,0.28
bird,"14514",1639.07,712.0,1690.37,788.0,0.7
bird,"14514",1739.31,550.44,1776.86,591.41,0.37
bird,"14514",1379.24,504.66,1440.79,559.35,0.35
bird,"14556",1641.1,711.21,1691.23,786.61,0.63
bird,"14556",1739.9,549.86,1777.9,590.79,0.34
bird,"14598",1640.07,710.37,1692.41,788.46,0.56
bird,"14598",1740.57,549.86,1779.92,590.23,0.32
bird,"1460",439.1,798.73,577.19,900.04,0.61
bird,"1460",794.84,890.6,873.0,976.02,0.59
bird,"1460",1508.82,777.8,1574.63,865.62,0.57
bird,"1460",98.26,616.17,171.6,688.81,0.52
bird,"1460",1747.54,886.76,1816.62,967.2,0.5
bird,"1460",351.53,865.95,479.81,963.55,0.49
bird,"1460",458.56,897.19,527.42,986.57,0.48
bird,"1460",819.54,673.37,868.35,754.88,0.48
bird,"1460",1172.33,816.82,1348.24,928.12,0.47
bird,"1460",204.53,887.72,297.6,970.5,0.46
bird,"1460",1841.98,746.29,1913.75,819.01,0.45
bird,"1460",1772.33,1020.76,1851.78,1080.0,0.43
bird,"1460",1004.11,898.29,1149.38,1004.02,0.42
bird,"1460",1845.36,958.11,1917.93,1027.46,0.4
bird,"1460",708.02,847.7,840.65,923.7,0.37
bird,"1460",1373.93,615.28,1447.13,678.64,0.36
bird,"1460",64.79,727.24,185.74,806.89,0.33
bird,"1460",1574.85,718.88,1651.94,779.51,0.33
bird,"1460",1404.05,755.98,1484.16,824.01,0.3
bird,"1460",695.76,719.42,750.55,785.07,0.3
bird,"1460",1509.98,694.83,1583.6,764.61,0.28
bird,"1460",175.78,820.41,292.14,897.05,0.27
bird,"1460",678.28,812.73,752.04,876.1,0.26
bird,"14640",1641.57,710.18,1691.88,785.79,0.5
bird,"14640",1741.05,547.51,1781.53,589.49,0.37
bird,"14681",1642.43,706.11,1693.61,785.9,0.6
bird,"14681",1742.3,546.34,1782.84,587.95,0.35
bird,"14723",1642.89,699.59,1698.51,787.02,0.55
bird,"14723",1743.82,546.01,1785.06,588.3,0.33
bird,"14765",1643.27,698.81,1698.75,788.14,0.7
bird,"14765",1744.32,545.97,1784.45,587.96,0.39
bird,"14806",1643.41,697.91,1700.09,786.82,0.71
bird,"14806",1010.05,612.68,1109.34,673.5,0.53
bird,"14806",1743.49,545.81,1783.4,587.01,0.37
bird,"14848",1644.09,698.12,1698.83,786.71,0.7
bird,"14848",1007.81,620.49,1112.21,676.15,0.64
bird,"14848",1743.09,547.26,1781.8,587.76,0.28
bird,"14890",1642.78,697.38,1699.01,785.61,0.71
bird,"14890",1001.78,618.31,1096.57,676.97,0.7
bird,"14890",1741.25,547.47,1780.24,587.31,0.34
bird,"14890",1064.71,789.97,1141.27,873.11,0.32
bird,"14890",1101.12,625.73,1173.52,679.53,0.25
bird,"14932",1642.92,697.02,1699.78,785.12,0.7
bird,"14932",999.82,621.95,1094.17,676.45,0.69
bird,"14932",1074.58,789.23,1141.76,873.47,0.4
bird,"14932",1738.45,547.79,1781.4,587.95,0.36
bird,"14932",1101.09,627.57,1192.68,682.07,0.33
bird,"14973",1003.72,617.02,1094.26,679.43,0.75
bird,"14973",1642.99,696.79,1701.24,786.55,0.71
bird,"14973",1103.79,626.45,1195.96,681.74,0.62
bird,"14973",1079.72,786.43,1144.84,874.2,0.61
bird,"14973",1735.79,546.24,1791.73,589.57,0.5
bird,"14973",1121.67,552.4,1165.83,592.57,0.33
bird,"15015",1004.52,614.65,1092.43,676.5,0.73
bird,"15015",1641.8,697.4,1701.82,785.41,0.72
bird,"15015",1102.79,624.55,1193.28,681.36,0.64
bird,"15015",1083.08,781.48,1152.28,870.52,0.63
bird,"15015",1736.65,544.37,1794.5,588.57,0.54
bird,"15015",1121.64,551.08,1166.93,592.6,0.42
bird,"1502",1513.43,772.57,1580.35,868.1,0.67
bird,"1502",434.82,800.41,580.16,896.49,0.56
bird,"1502",793.41,891.04,872.55,973.93,0.55
bird,"1502",1173.39,816.86,1347.81,924.23,0.52
bird,"1502",1749.97,889.69,1817.47,968.21,0.49
bird,"1502",699.03,718.99,753.32,786.47,0.47
bird,"1502",1847.85,955.15,1918.03,1028.23,0.47
bird,"1502",817.35,673.48,868.47,758.96,0.47
bird,"1502",1005.77,897.2,1150.29,1003.53,0.46
bird,"1502",351.37,867.86,473.44,960.6,0.44
bird,"1502",463.21,892.77,530.76,983.05,0.43
bird,"1502",97.6,617.54,170.53,688.51,0.43
bird,"1502",1842.46,747.31,1911.11,819.67,0.42
bird,"1502",202.1,888.41,295.9,969.67,0.4
bird,"1502",1767.71,1018.33,1852.24,1080.0,0.4
bird,"1502",1374.47,615.78,1447.43,680.84,0.37
bird,"1502",1394.21,753.21,1482.0,823.5,0.35
bird,"1502",707.28,849.18,840.72,924.29,0.35
bird,"1502",614.14,581.97,657.34,660.79,0.27
bird,"1502",1564.29,709.79,1654.43,780.25,0.26
bird,"1502",63.26,721.78,188.61,807.45,0.26
bird,"15057",1636.88,696.69,1700.97,784.56,0.79
bird,"15057",1000.53,615.22,1090.63,678.94,0.77
bird,"15057",1089.53,776.49,1158.79,866.03,0.68
bird,"15057",1097.32,621.81,1190.53,682.27,0.67
bird,"15057",1736.3,541.67,1796.84,587.64,0.58
bird,"15057",1119.41,553.0,1169.84,591.62,0.4
bird,"15098",1637.62,695.57,1702.96,781.16,0.77
bird,"15098",1000.24,617.05,1085.26,679.71,0.73
bird,"15098",1093.42,774.44,1166.67,867.9,0.71
bird,"15098",1096.99,620.1,1190.06,683.23,0.69
bird,"15098",1734.89,540.83,1796.51,589.3,0.56
bird,"15098",1110.79,555.58,1170.52,594.5,0.39
bird,"15140",1638.48,694.89,1703.89,783.45,0.77
bird,"15140",1095.73,781.27,1174.17,876.26,0.74
bird,"15140",999.57,615.37,1077.93,680.46,0.74
bird,"15140",1099.97,623.19,1191.95,682.99,0.67
bird,"15140",1735.71,541.97,1795.23,590.89,0.61
bird,"15140",1107.93,557.23,1170.74,595.4,0.43
bird,"15182",1640.9,696.21,1705.52,781.98,0.77
bird,"15182",1104.03,794.94,1182.67,877.02,0.75
bird,"15182",999.61,616.05,1069.74,678.63,0.73
bird,"15182",1101.44,620.65,1194.43,682.13,0.7
bird,"15182",1736.05,540.77,1795.85,588.58,0.52
bird,"15182",1108.37,557.89,1176.53,594.3,0.49
bird,"15224",1642.79,697.21,1707.14,782.02,0.76
bird,"15224",1109.28,801.87,1185.45,879.4,0.74
bird,"15224",994.51,615.63,1066.23,681.07,0.73
bird,"15224",1096.69,624.23,1199.35,682.41,0.69
bird,"15224",1108.29,554.71,1178.26,596.54,0.58
bird,"15224",1737.52,540.97,1794.14,587.99,0.49
bird,"15265",1645.25,696.18,1710.04,781.4,0.75
bird,"15265",992.31,619.0,1059.44,678.89,0.75
bird,"15265",1115.42,803.07,1186.67,875.73,0.73
bird,"15265",1099.64,624.25,1201.5,679.77,0.68
bird,"15265",1108.38,553.77,1180.27,596.12,0.56
bird,"15265",1736.98,541.07,1794.43,585.52,0.3
bird,"15307",1118.9,802.27,1188.77,879.58,0.78
bird,"15307",988.42,615.12,1055.53,678.72,0.75
bird,"15307",1647.26,695.36,1714.9,782.36,0.7
bird,"15307",1100.67,624.22,1203.2,679.6,0.67
bird,"15307",1105.78,554.43,1181.66,598.55,0.56
bird,"15349",1121.9,799.19,1192.15,880.51,0.81
bird,"15349",987.77,613.23,1053.4,678.72,0.75
bird,"15349",1099.57,625.32,1208.36,679.17,0.72
bird,"15349",1650.53,694.64,1714.5,780.85,0.68
bird,"15349",1106.93,551.18,1181.58,597.69,0.58
bird,"15390",1129.78,793.63,1195.6,881.0,0.82
bird,"15390",987.24,614.71,1048.41,680.3,0.75
bird,"15390",1099.19,624.33,1212.8,680.61,0.74
bird,"15390",1110.42,549.93,1179.19,597.54,0.59
bird,"15390",1667.74,696.26,1716.75,775.11,0.36
bird,"1543",1524.19,774.15,1587.44,867.1,0.59
bird,"1543",434.08,804.21,584.58,897.6,0.55
bird,"1543",1752.01,891.23,1821.64,968.77,0.54
bird,"1543",793.1,890.04,873.2,973.05,0.54
bird,"1543",1764.13,1019.26,1855.82,1080.0,0.49
bird,"1543",348.53,868.39,457.88,964.55,0.49
bird,"1543",1845.14,951.47,1919.9,1025.89,0.49
bird,"1543",1005.15,898.84,1150.38,1004.0,0.47
bird,"1543",1843.32,748.45,1909.67,819.29,0.47
bird,"1543",815.99,676.91,865.66,761.01,0.46
bird,"1543",1172.77,816.69,1346.46,918.27,0.45
bird,"1543",465.68,893.87,531.95,980.02,0.43
bird,"1543",1374.09,612.16,1447.74,681.68,0.4
bird,"1543",92.66,618.38,164.38,686.98,0.4
bird,"1543",699.56,723.09,769.79,787.01,0.39
bird,"1543",203.59,888.38,296.37,969.14,0.38
bird,"1543",1384.66,748.62,1471.01,826.13,0.33
bird,"1543",613.52,582.72,656.15,659.19,0.32
bird,"1543",1251.63,705.22,1389.6,806.1,0.28
bird,"1543",707.85,849.9,837.4,922.77,0.27
bird,"15432",986.83,615.3,1046.07,681.99,0.76
bird,"15432",1134.7,783.99,1203.33,878.51,0.75
bird,"15432",1099.17,622.61,1214.17,679.86,0.74
bird,"15432",1111.94,548.57,1182.85,596.03,0.62
bird,"15432",1353.23,509.0,1407.74,553.87,0.35
bird,"15474",987.2,614.63,1047.95,681.29,0.76
bird,"15474",1100.17,621.26,1212.51,680.23,0.75
bird,"15474",1140.98,783.49,1213.27,879.53,0.75
bird,"15474",1350.77,502.17,1416.74,559.05,0.58
bird,"15474",1112.45,548.48,1163.93,594.77,0.45
bird,"15516",988.16,620.46,1052.93,682.47,0.77
bird,"15516",1147.74,783.1,1218.0,883.38,0.77
bird,"15516",1103.34,617.84,1208.71,679.76,0.74
bird,"15516",1349.73,504.48,1429.28,557.26,0.64
bird,"15516",1111.74,545.61,1181.88,595.7,0.43
bird,"15557",1156.53,796.84,1228.01,885.2,0.74
bird,"15557",987.0,627.63,1051.29,682.51,0.74
bird,"15557",1104.24,617.02,1209.36,682.07,0.73
bird,"15557",1360.53,506.45,1434.12,556.63,0.67
bird,"15557",1109.0,553.74,1155.61,595.07,0.38
bird,"15599",987.2,627.26,1052.97,682.38,0.76
bird,"15599",1163.26,808.29,1230.64,883.75,0.74
bird,"15599",1106.44,613.92,1198.78,680.44,0.73
bird,"15599",1366.9,505.24,1434.0,556.29,0.6
bird,"15599",1111.61,550.97,1166.11,595.04,0.4
bird,"15641",987.24,628.52,1052.35,681.7,0.73
bird,"15641",1162.84,811.02,1230.86,884.24,0.73
bird,"15641",1107.64,619.81,1188.09,682.21,0.7
bird,"15641",1367.19,508.04,1427.97,561.7,0.52
bird,"15641",1110.52,557.6,1157.15,596.18,0.37
bird,"15682",986.58,631.12,1050.02,680.37,0.68
bird,"15682",1162.94,811.61,1231.68,881.9,0.68
bird,"15682",1107.08,625.41,1172.08,684.77,0.66
bird,"15682",1368.47,506.3,1427.64,559.33,0.5
bird,"15682",1109.63,556.22,1153.5,595.84,0.35
bird,"15724",1164.81,809.73,1235.13,883.66,0.64
bird,"15724",985.93,631.37,1053.09,680.71,0.64
bird,"15724",1102.01,626.66,1165.39,684.39,0.62
bird,"15724",1370.64,506.58,1424.67,550.34,0.34
bird,"15724",1109.1,558.23,1154.26,594.68,0.31
bird,"15766",1171.93,801.43,1238.22,885.05,0.78
bird,"15766",1087.17,625.09,1162.43,683.92,0.7
bird,"15766",987.84,627.06,1054.7,682.13,0.69
bird,"15766",1109.67,555.64,1148.19,594.13,0.26
bird,"15807",1177.22,788.39,1242.22,886.91,0.8
bird,"15807",1075.41,626.01,1167.17,683.93,0.72
bird,"15807",987.59,626.19,1054.79,682.95,0.68
bird,"15807",1374.23,509.58,1423.32,552.99,0.33
bird,"15849",1179.87,786.42,1247.58,886.56,0.81
bird,"15849",1079.29,626.91,1172.36,683.56,0.71
bird,"15849",988.76,626.62,1053.39,681.54,0.65
bird,"1585",1530.25,777.87,1591.58,860.1,0.54
bird,"1585",434.83,804.5,579.97,895.89,0.53
bird,"1585",792.9,889.81,872.16,972.79,0.53
bird,"1585",814.33,679.84,863.51,762.52,0.52
bird,"1585",1749.14,890.07,1824.89,967.41,0.5
bird,"1585",1845.82,953.26,1919.67,1026.57,0.49
bird,"1585",1845.6,753.36,1907.5,816.41,0.49
bird,"1585",1763.39,1022.62,1852.83,1080.0,0.48
bird,"1585",80.69,613.54,160.59,693.49,0.47
bird,"1585",1378.64,746.82,1464.81,824.57,0.43
bird,"1585",1005.53,901.92,1146.62,999.79,0.42
bird,"1585",347.36,875.47,448.61,962.49,0.41
bird,"1585",1174.19,817.26,1346.0,917.65,0.36
bird,"1585",699.01,721.61,773.54,787.34,0.35
bird,"1585",1374.66,611.93,1446.68,679.69,0.35
bird,"1585",467.69,899.29,533.4,978.41,0.33
bird,"1585",199.37,889.13,290.07,972.64,0.33
bird,"1585",906.67,741.32,979.67,863.1,0.28
bird,"1585",1251.12,705.45,1388.48,806.72,0.27
bird,"1585",1139.1,540.76,1231.81,596.61,0.27
bird,"15891",1184.37,786.53,1254.81,891.5,0.8
bird,"15891",1077.2,626.81,1172.91,685.98,0.7
bird,"15891",987.25,627.93,1053.92,682.32,0.65
bird,"15891",1112.58,553.72,1147.86,594.43,0.3
bird,"15933",1189.02,802.29,1257.65,895.41,0.78
bird,"15933",1071.56,629.31,1169.89,688.87,0.72
bird,"15933",988.04,630.73,1051.92,681.8,0.58
bird,"15933",0.0,971.23,174.13,1080.0,0.56
bird,"15933",1382.26,507.33,1424.15,548.24,0.37
bird,"15933",1115.09,553.31,1147.51,595.05,0.37
bird,"15974",1194.28,812.77,1259.34,897.29,0.78
bird,"15974",1647.91,709.88,1745.07,776.29,0.72
bird,"15974",1061.08,632.58,1164.62,688.32,0.72
bird,"15974",8.52,965.33,203.88,1080.0,0.7
bird,"15974",987.59,628.23,1052.06,683.44,0.57
bird,"15974",1385.28,504.02,1419.65,546.89,0.39
bird,"15974",1117.54,551.14,1150.71,594.84,0.38
bird,"16016",30.12,963.19,204.78,1080.0,0.81
bird,"16016",1647.77,710.87,1742.92,776.39,0.8
bird,"16016",1194.95,820.39,1263.66,895.25,0.72
bird,"16016",1055.55,632.14,1156.89,687.6,0.68
bird,"16016",988.09,632.75,1054.31,682.74,0.49
bird,"16016",1117.07,552.1,1154.28,594.28,0.39
bird,"16016",1388.76,506.94,1421.76,546.37,0.29
bird,"16058",49.15,963.78,224.66,1080.0,0.82
bird,"16058",1650.72,711.78,1743.22,776.33,0.76
bird,"16058",1193.19,819.81,1262.5,899.38,0.72
bird,"16058",1051.1,632.86,1139.68,688.92,0.59
bird,"16058",988.38,631.77,1055.75,682.83,0.45
bird,"16058",1113.81,551.14,1154.79,594.64,0.39
bird,"16058",1388.27,508.04,1422.61,548.34,0.3
bird,"16099",76.16,966.53,251.77,1080.0,0.84
bird,"16099",1653.73,710.86,1741.54,775.95,0.72
bird,"16099",1195.95,819.18,1264.72,897.39,0.71
bird,"16099",1047.08,632.63,1126.83,690.87,0.58
bird,"16099",1106.97,549.62,1156.29,596.14,0.43
bird,"16099",1387.63,510.0,1424.26,549.63,0.34
bird,"16099",987.2,629.4,1060.7,683.56,0.32
bird,"16099",1736.28,546.65,1783.75,589.05,0.26
bird,"16141",1655.19,711.75,1741.25,775.62,0.77
bird,"16141",89.36,959.95,285.19,1080.0,0.75
bird,"16141",1199.57,818.17,1271.15,897.41,0.71
bird,"16141",982.87,630.33,1111.82,688.82,0.51
bird,"16141",1734.1,542.2,1792.0,591.77,0.5
bird,"16141",1104.54,546.88,1157.21,596.32,0.49
bird,"16141",1044.51,636.59,1113.99,695.74,0.39
bird,"16183",111.42,962.08,289.62,1080.0,0.79
bird,"16183",1656.6,712.32,1740.56,775.63,0.76
bird,"16183",1203.45,813.34,1276.02,895.01,0.69
bird,"16183",1734.83,540.79,1794.14,593.35,0.57
bird,"16183",977.89,630.67,1105.77,689.12,0.56
bird,"16183",1108.45,541.02,1160.08,596.43,0.47
bird,"16183",1388.96,510.51,1427.8,553.67,0.32
bird,"16183",1039.48,637.44,1107.27,697.69,0.26
bird,"16225",128.0,961.95,302.35,1078.99,0.8
bird,"16225",1659.19,713.08,1738.76,774.84,0.76
bird,"16225",1206.61,808.83,1283.53,900.25,0.75
bird,"16225",972.0,629.4,1099.42,686.89,0.65
bird,"16225",1736.37,539.85,1794.5,591.92,0.58
bird,"16225",1109.37,537.89,1160.87,597.18,0.51
bird,"16225",1390.37,509.05,1426.74,548.95,0.29
bird,"16266",143.21,946.18,353.11,1078.12,0.79
bird,"16266",1210.91,805.99,1285.03,902.07,0.76
bird,"16266",1657.64,712.59,1739.13,774.64,0.73
bird,"16266",958.76,623.18,1081.8,682.63,0.69
bird,"16266",1736.6,538.19,1794.36,588.56,0.56
bird,"16266",1103.36,536.46,1162.22,592.96,0.51
bird,"16266",1044.79,635.94,1097.24,696.09,0.41
bird,"16266",1391.81,507.51,1428.51,551.42,0.31
bird,"1627",1533.45,766.16,1595.8,858.79,0.62
bird,"1627",433.76,801.58,580.04,896.31,0.57
bird,"1627",1749.1,889.31,1827.54,964.65,0.53
bird,"1627",792.3,889.82,872.28,973.44,0.52
bird,"1627",65.92,616.0,158.99,693.7,0.51
bird,"1627",1169.09,816.44,1348.99,915.67,0.48
bird,"1627",1845.59,752.65,1906.71,816.17,0.47
bird,"1627",812.14,680.96,861.88,763.05,0.47
bird,"1627",1371.84,744.72,1459.2,823.75,0.45
bird,"1627",1004.94,903.05,1147.1,1003.82,0.44
bird,"1627",1845.51,954.44,1919.65,1025.88,0.41
bird,"1627",1760.71,1027.34,1854.64,1080.0,0.36
bird,"1627",343.16,874.82,447.53,963.61,0.35
bird,"1627",1509.96,685.46,1584.51,762.64,0.34
bird,"1627",1373.35,611.92,1447.11,680.57,0.33
bird,"1627",693.89,720.72,772.35,786.41,0.31
bird,"1627",468.15,901.08,534.62,978.78,0.29
bird,"1627",1250.98,704.72,1373.53,805.76,0.29
bird,"1627",1137.76,540.78,1229.99,597.64,0.29
bird,"1627",1034.26,743.13,1115.27,812.84,0.27
bird,"1627",185.11,884.94,288.47,975.76,0.26
bird,"1627",930.31,571.0,1016.59,614.06,0.25
bird,"16308",159.37,945.24,356.98,1075.03,0.81
bird,"16308",1216.21,806.4,1285.42,905.3,0.77
bird,"16308",1661.82,711.68,1736.27,773.1,0.74
bird,"16308",957.16,620.9,1056.22,682.06,0.7
bird,"16308",1048.9,637.17,1097.44,696.44,0.54
bird,"16308",1097.54,540.58,1162.34,594.45,0.51
bird,"16308",1739.65,538.9,1791.47,586.31,0.49
bird,"16308",1390.3,505.05,1430.95,550.82,0.4
bird,"16350",171.83,944.98,353.77,1073.51,0.82
bird,"16350",1225.52,821.15,1289.52,905.2,0.79
bird,"16350",1657.12,705.45,1737.36,773.76,0.76
bird,"16350",954.86,621.59,1047.36,681.95,0.7
bird,"16350",1050.6,640.14,1098.09,697.58,0.57
bird,"16350",1738.26,539.79,1792.12,587.47,0.55
bird,"16350",1098.03,547.88,1163.73,593.73,0.49
bird,"16350",1391.17,508.32,1433.6,553.86,0.41
bird,"16391",191.93,943.2,357.08,1073.57,0.78
bird,"16391",1655.78,703.3,1735.17,773.28,0.77
bird,"16391",1227.09,831.63,1290.95,908.49,0.73
bird,"16391",944.49,627.86,1050.9,680.71,0.71
bird,"16391",1052.17,639.3,1098.38,696.15,0.53
bird,"16391",1738.81,540.61,1792.81,586.26,0.53
bird,"16391",1098.21,545.55,1164.0,593.36,0.5
bird,"16391",1389.54,508.8,1434.74,553.67,0.37
bird,"16433",202.84,942.02,368.28,1074.88,0.81
bird,"16433",1655.38,704.39,1731.85,773.77,0.78
bird,"16433",940.21,628.37,1052.56,680.98,0.67
bird,"16433",1226.3,834.97,1291.67,905.09,0.64
bird,"16433",1737.89,539.86,1794.47,584.76,0.5
bird,"16433",1052.33,637.75,1100.58,696.0,0.45
bird,"16433",1097.83,543.6,1163.94,591.84,0.42
bird,"16433",1390.08,509.01,1436.11,553.42,0.36
bird,"16475",216.48,941.26,380.59,1072.96,0.83
bird,"16475",1657.93,705.86,1731.22,773.08,0.78
bird,"16475",1226.69,833.81,1292.67,905.23,0.65
bird,"16475",936.59,629.68,1048.12,680.07,0.64
bird,"16475",1097.13,543.78,1164.15,592.93,0.49
bird,"16475",1735.86,540.15,1795.36,585.3,0.49
bird,"16475",1054.01,641.06,1100.88,696.78,0.44
bird,"16475",1393.08,510.95,1439.64,554.62,0.25
bird,"1668",1536.97,768.99,1598.18,856.02,0.65
bird,"1668",1740.94,888.54,1830.52,966.96,0.62
bird,"1668",432.88,804.08,568.99,895.84,0.5
bird,"1668",1844.71,752.7,1908.8,816.44,0.49
bird,"1668",1373.33,748.32,1454.32,822.88,0.48
bird,"1668",793.07,890.55,871.87,973.46,0.47
bird,"1668",1513.54,688.74,1580.47,769.55,0.44
bird,"1668",808.59,681.58,858.54,762.58,0.43
bird,"1668",65.79,618.38,150.37,695.63,0.42
bird,"1668",1845.64,953.02,1919.76,1025.91,0.42
bird,"1668",1372.92,611.22,1446.34,679.55,0.42
bird,"1668",1005.36,901.97,1149.32,1002.78,0.41
bird,"1668",1165.09,817.28,1345.97,917.7,0.36
bird,"1668",1759.46,1027.48,1852.44,1080.0,0.34
bird,"1668",1662.29,659.09,1748.17,747.58,0.31
bird,"1668",470.71,901.08,535.65,977.71,0.28
bird,"1668",1136.33,540.26,1230.98,597.44,0.28
bird,"1668",340.44,873.78,440.69,959.4,0.27
bird,"167",756.14,841.61,825.48,922.73,0.63
bird,"167",850.2,876.74,972.63,955.82,0.63
bird,"167",1011.63,902.83,1157.22,1002.85,0.6
bird,"167",376.98,733.99,492.11,812.15,0.59
bird,"167",383.84,865.2,460.44,959.62,0.59
bird,"167",683.79,794.77,757.29,874.99,0.59
bird,"167",54.13,805.28,170.63,886.98,0.59
bird,"167",473.9,862.63,588.22,964.1,0.58
bird,"167",256.37,874.15,344.27,950.36,0.56
bird,"167",1484.46,822.95,1581.11,897.92,0.53
bird,"167",0.0,743.02,63.87,839.57,0.5
bird,"167",1794.73,717.97,1919.12,812.98,0.48
bird,"167",515.25,713.9,592.78,777.95,0.47
bird,"167",798.78,676.61,913.23,790.76,0.47
bird,"167",1476.0,742.47,1572.53,813.01,0.46
bird,"167",63.05,707.57,159.44,779.51,0.45
bird,"167",1639.16,1021.89,1805.88,1080.0,0.42
bird,"167",1701.49,880.34,1776.45,960.97,0.41
bird,"167",978.66,820.65,1048.29,892.14,0.41
bird,"167",565.78,805.48,628.53,874.2,0.4
bird,"167",1669.99,717.38,1730.39,787.78,0.4
bird,"167",1094.88,844.26,1165.12,927.63,0.39
bird,"167",262.36,588.82,329.37,661.62,0.39
bird,"167",652.27,721.31,764.86,790.42,0.38
bird,"167",178.93,820.79,292.39,901.48,0.38
bird,"167",1804.15,953.48,1905.3,1051.24,0.38
bird,"167",513.45,586.41,613.83,653.67,0.34
bird,"167",458.06,833.73,547.57,901.09,0.34
bird,"167",1186.39,825.27,1349.22,919.84,0.33
bird,"167",1457.35,616.61,1503.34,694.05,0.3
bird,"167",341.77,633.83,415.52,702.0,0.3
bird,"167",1354.57,719.85,1411.09,802.32,0.29
bird,"167",954.38,748.97,1050.51,836.03,0.25
bird,"1710",1739.67,887.29,1833.32,970.38,0.61
bird,"1710",434.01,813.84,551.04,894.17,0.54
bird,"1710",1845.06,750.1,1909.35,815.55,0.52
bird,"1710",793.67,890.27,872.95,974.89,0.52
bird,"1710",806.67,680.84,857.84,763.86,0.5
bird,"1710",1845.46,953.12,1919.5,1026.15,0.49
bird,"1710",1372.22,757.1,1454.83,825.62,0.47
bird,"1710",1006.55,901.14,1152.0,1004.71,0.47
bird,"1710",1543.52,768.51,1603.02,850.01,0.46
bird,"1710",1372.32,609.67,1445.67,679.09,0.41
bird,"1710",340.07,874.95,435.98,956.55,0.4
bird,"1710",913.21,734.78,980.29,864.88,0.39
bird,"1710",1755.31,1026.29,1852.36,1080.0,0.38
bird,"1710",58.53,618.73,144.0,692.22,0.38
bird,"1710",471.37,902.02,537.14,975.72,0.37
bird,"1710",1166.96,817.36,1346.54,918.29,0.36
bird,"1710",178.69,885.3,277.67,974.98,0.34
bird,"1710",1658.63,664.75,1728.11,766.62,0.33
bird,"1710",1512.69,686.29,1583.05,770.46,0.33
bird,"1752",434.44,821.95,538.89,895.15,0.56
bird,"1752",794.28,890.13,871.95,975.71,0.55
bird,"1752",1004.15,900.77,1153.47,1007.02,0.54
bird,"1752",1848.37,751.55,1907.57,813.94,0.53
bird,"1752",339.61,872.99,430.39,952.53,0.52
bird,"1752",805.64,681.56,860.2,764.06,0.5
bird,"1752",1732.65,889.23,1834.18,970.27,0.49
bird,"1752",46.78,619.35,144.97,699.92,0.48
bird,"1752",1845.0,957.79,1917.85,1026.89,0.48
bird,"1752",1544.82,771.58,1607.3,851.69,0.47
bird,"1752",1371.31,761.05,1454.65,828.69,0.45
bird,"1752",909.69,740.08,992.53,866.09,0.43
bird,"1752",1372.11,599.94,1443.19,678.91,0.4
bird,"1752",1750.32,1026.2,1850.69,1080.0,0.37
bird,"1752",1155.82,824.74,1337.26,921.43,0.32
bird,"1752",1648.46,654.15,1746.07,759.5,0.31
bird,"1752",178.6,889.72,272.64,976.22,0.29
bird,"1752",98.99,729.3,209.3,813.69,0.26
bird,"1752",1513.96,682.31,1588.09,766.29,0.25
bird,"1793",794.64,889.65,870.54,975.6,0.56
bird,"1793",799.89,683.13,867.91,763.38,0.55
bird,"1793",339.62,872.32,431.89,954.21,0.53
bird,"1793",1006.68,900.17,1155.89,1005.83,0.51
bird,"1793",905.1,741.35,992.19,867.08,0.5
bird,"1793",437.49,828.59,538.5,895.47,0.49
bird,"1793",1369.46,760.05,1452.87,833.22,0.49
bird,"1793",1851.42,752.53,1906.82,813.04,0.47
bird,"1793",1731.88,888.42,1833.15,972.44,0.45
bird,"1793",1650.55,655.26,1750.62,769.75,0.42
bird,"1793",1844.21,959.24,1917.82,1026.17,0.4
bird,"1793",1372.35,608.96,1443.02,678.75,0.38
bird,"1793",1548.0,775.22,1608.68,848.61,0.34
bird,"1793",29.7,620.62,135.28,700.33,0.34
bird,"1793",607.72,779.87,704.18,857.24,0.32
bird,"1793",1153.62,822.61,1334.02,921.89,0.3
bird,"1793",178.5,889.59,273.43,976.0,0.29
bird,"1835",1745.86,890.87,1834.26,975.3,0.57
bird,"1835",799.81,680.51,863.93,765.52,0.57
bird,"1835",794.47,890.97,870.94,976.24,0.54
bird,"1835",340.12,875.31,433.15,956.48,0.52
bird,"1835",902.63,745.39,970.7,866.56,0.5
bird,"1835",1007.17,903.17,1156.48,1002.37,0.49
bird,"1835",1851.89,750.29,1907.18,815.02,0.48
bird,"1835",1371.67,760.06,1450.38,834.37,0.48
bird,"1835",433.71,830.07,534.23,898.62,0.48
bird,"1835",1550.82,756.76,1611.67,843.65,0.45
bird,"1835",27.58,620.38,131.51,698.02,0.44
bird,"1835",1843.45,957.48,1919.75,1025.89,0.41
bird,"1835",1373.01,616.5,1443.47,679.67,0.4
bird,"1835",1648.41,660.05,1755.44,768.94,0.36
bird,"1835",1154.56,825.98,1311.93,924.82,0.34
